,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,polunochnoye,100,RU,1600134512,99,60.87,60.42,44.62,2.01
386,porto novo,40,BJ,1600134301,88,6.5,2.6,78.8,13.87
387,carutapera,0,BR,1600134514,88,-1.2,-46.02,76.44,6.15
388,kaduqli,28,SD,1600134516,93,11.02,29.72,70.66,3.18
389,lavrentiya,100,RU,1600134517,96,65.58,-171.0,44.6,6.91
390,san rafael,0,AR,1600134454,32,-34.62,-68.33,57.76,7.83
391,huixtla,90,MX,1600134519,88,15.15,-92.47,82.4,3.38
392,candolim,75,IN,1600134520,100,15.52,73.76,75.2,2.24
393,vila,11,PT,1600134521,89,42.03,-8.16,57.0,3.38
394,zubtsov,0,RU,1600134522,95,56.18,34.59,47.39,7.52
395,tiverton,95,GB,1600134523,93,50.9,-3.48,57.99,5.82
396,bambous virieux,75,MU,1600134525,72,-20.34,57.76,68.0,14.99
397,ilulissat,0,GL,1600134262,80,69.22,-51.1,32.0,11.41
398,reftinskiy,75,RU,1600134527,100,57.09,61.68,48.2,4.47
399,natal,40,BR,1600134266,83,-5.79,-35.21,75.2,6.93
400,muyezerskiy,54,RU,1600134530,88,63.93,31.65,43.9,10.87
401,kalemie,37,CD,1600134531,54,-5.95,29.19,75.7,2.73
402,myitkyina,100,MM,1600134532,96,25.38,97.4,74.39,0.63
403,huilong,100,CN,1600134533,95,31.81,121.66,73.99,4.85
404,varkkallai,90,IN,1600134534,94,8.73,76.71,78.8,4.7
405,viramgam,75,IN,1600134535,94,23.12,72.05,82.4,4.7
406,bukachacha,0,RU,1600134537,61,52.98,116.92,56.59,0.63
407,dali,77,CN,1600134538,81,25.7,100.18,65.46,4.18
408,evanston,75,US,1600134533,68,42.04,-87.69,66.99,6.93
409,pamanukan,97,ID,1600134540,49,-6.28,107.81,87.49,5.99
410,kaeo,72,NZ,1600134541,3,-35.1,173.78,64.0,11.99
411,sulmona,47,IT,1600134542,82,42.05,13.93,71.01,3.36
412,soteapan,78,MX,1600134543,89,18.23,-94.87,72.41,3.65
413,agucadoura,75,PT,1600134544,88,41.43,-8.78,68.0,10.29
414,visby,10,SE,1600134546,100,57.64,18.3,60.01,10.29
415,haines junction,7,CA,1600134547,45,60.75,-137.51,51.55,0.94
416,cap malheureux,44,MU,1600134548,57,-19.98,57.61,68.0,7.0
417,tiznit,59,MA,1600134549,46,29.58,-9.5,74.71,1.05
418,arteaga,78,MX,1600134550,100,18.47,-102.42,68.68,4.27
419,calabozo,15,VE,1600134551,92,8.92,-67.43,76.01,3.53
420,pangnirtung,89,CA,1600134552,77,66.15,-65.71,35.83,2.26
421,almaty,75,KZ,1600134553,51,43.25,76.95,62.6,4.47
422,puerto maldonado,68,PE,1600134555,84,-12.6,-69.18,75.6,2.64
423,marsa matruh,17,EG,1600134556,73,31.35,27.25,77.0,7.36
424,maragogi,80,BR,1600134275,86,-9.01,-35.22,73.76,11.1
425,champerico,100,GT,1600134558,94,14.3,-91.92,68.0,4.65
426,salalah,75,OM,1600134559,83,17.02,54.09,78.8,5.82
427,abu samrah,0,SY,1600134560,61,35.3,37.18,66.7,3.83
428,sorokino,100,RU,1600134561,68,53.75,84.92,50.95,7.52
429,skelleftea,29,SE,1600134562,81,64.75,20.95,44.6,9.17
430,correia pinto,86,BR,1600134563,90,-27.58,-50.36,55.58,1.54
431,mgachi,25,RU,1600134566,52,51.05,142.27,67.78,9.22
432,siaya,40,KE,1600134567,88,0.06,34.29,66.2,3.36
433,rio gallegos,23,AR,1600134568,65,-51.62,-69.22,41.0,24.16
434,kochki,1,RU,1600134569,72,54.34,80.48,53.08,5.59
435,avon,1,US,1600134471,76,41.45,-82.04,62.01,7.36
436,zalegoshch,45,RU,1600134571,95,52.9,36.89,53.38,10.22
437,zheshart,100,RU,1600134572,95,62.07,49.57,46.2,7.4
438,hit,0,IQ,1600134574,27,33.64,42.83,85.96,10.67
439,abnub,0,EG,1600134576,47,27.27,31.15,75.2,9.17
440,moree,0,AU,1600134577,33,-29.47,149.85,77.0,12.75
441,syriam,40,MM,1600134578,88,16.77,96.24,80.6,2.24
442,pandan,100,PH,1600134579,81,14.05,124.17,83.01,13.87
443,gushikawa,40,JP,1600134580,79,26.35,127.87,84.2,6.93
444,chifeng,100,CN,1600134581,91,42.27,118.96,59.47,6.51
445,mandali,0,IQ,1600134582,12,33.75,45.55,88.99,9.71
446,yongan,100,CN,1600134584,72,39.7,113.69,57.38,6.08
447,meadow lake,75,US,1600134311,22,34.8,-106.54,77.0,10.29
448,vao,3,NC,1600134586,76,-22.67,167.48,69.12,18.03
449,maniitsoq,100,GL,1600134587,65,65.42,-52.9,39.87,12.64
450,tual,60,ID,1600134588,79,-5.67,132.75,78.1,19.64
451,graaff-reinet,4,ZA,1600134589,77,-32.25,24.53,46.17,2.59
452,wheeling,1,US,1600134590,82,42.14,-87.93,66.2,5.97
453,san bartolome de tirajana,20,ES,1600134591,73,27.92,-15.57,77.0,13.87
454,brufut,40,GM,1600134592,94,13.38,-16.75,77.0,9.44
455,wageningen,90,NL,1600134594,82,51.97,5.67,64.99,3.36
456,taltal,43,CL,1600134595,76,-25.4,-70.48,54.91,2.75
457,annan,90,GB,1600134596,93,54.99,-3.26,66.0,4.7
458,namibe,13,AO,1600134597,89,-15.2,12.15,60.66,3.96
459,sitka,1,US,1600134598,55,57.05,-135.33,62.6,5.82
460,dawei,22,MM,1600134599,74,14.08,98.2,84.42,1.81
461,faya,37,SA,1600134600,52,18.39,42.45,66.2,1.43
462,caravelas,0,BR,1600134601,88,-17.71,-39.25,70.93,6.2
463,harwich,0,GB,1600134603,93,51.94,1.28,60.8,3.36
464,vanimo,100,PG,1600134604,64,-2.67,141.3,86.05,10.98
465,gorontalo,68,ID,1600134606,56,0.54,123.06,85.95,8.7
466,ozernovskiy,0,RU,1600134607,71,51.5,156.52,51.89,13.71
467,quatre cocos,75,MU,1600134608,72,-20.21,57.76,68.0,14.99
468,chivay,100,PE,1600134609,72,-15.64,-71.6,42.26,3.24
469,vila do maio,31,CV,1600134611,82,15.13,-23.22,79.95,13.33
470,road town,11,VG,1600134612,88,18.42,-64.62,84.0,1.01
471,nara,75,JP,1600134398,57,34.69,135.8,78.01,3.36
472,zarasai,77,LT,1600134614,92,55.73,26.25,57.87,8.81
473,san ramon de la nueva oran,100,AR,1600134615,84,-23.13,-64.33,63.0,1.99
474,cabras,0,IT,1600134616,43,39.93,8.53,72.0,3.0
475,meulaboh,83,ID,1600134617,73,4.14,96.13,81.86,4.27
476,burns lake,100,CA,1600134619,61,54.23,-125.75,54.55,2.33
477,hami,0,CN,1600134621,21,42.8,93.45,68.81,10.09
478,zaragoza,75,ES,1600134531,77,41.66,-0.88,73.99,8.05
479,hadejia,98,NG,1600134623,66,12.45,10.04,79.07,4.03
480,barra do garcas,0,BR,1600134624,32,-15.89,-52.26,75.06,2.21
481,hualmay,28,PE,1600134625,84,-11.1,-77.61,60.33,7.52
482,nuevo progreso,86,MX,1600134626,65,23.17,-97.95,78.01,1.01
483,kungurtug,77,RU,1600134627,71,50.6,97.52,44.4,0.34
484,cairns,75,AU,1600134479,74,-16.92,145.77,80.01,12.75
485,san pedro,90,PH,1600134629,94,14.35,121.02,78.8,5.82
486,chenghai,75,CN,1600134631,70,23.46,116.77,84.2,8.95
487,whitewater,9,US,1600134632,100,42.83,-88.73,62.01,8.25
488,pahrump,17,US,1600134633,19,36.21,-115.98,93.99,1.01
489,tambo,100,PE,1600134634,90,-14.8,-73.92,36.93,2.59
490,almaguer,27,CO,1600134635,85,1.92,-76.85,54.66,4.83
491,waitara,25,NZ,1600134636,76,-38.92,174.25,54.0,17.0
492,kerema,98,PG,1600134637,75,-7.96,145.78,80.94,8.21
